user_id,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,created_at,filename
"341851496","austdef","Canberra","Australia's independent, non-partisan national public-interest watchdog organisation for strategic security, defence & wider national security issues since 1975",2845,112,46,9532,false,12233,"Mon Jul 25 02:14:42 +0000 2011","deptdefence-2.json"
"969511052667846656","bigfella_hortz","","A Senior bloke who happens to be a soldier",284,122,3,705,false,215,"Fri Mar 02 09:53:42 +0000 2018","deptdefence-2.json"
"357453472","SirMickW","NO Greens, ALP or Snowflakes ","Aussie, Ex-Military, Aviation, Anglican, Conservative .Australia, South Africa, Israel✡️~ Stop the Persecution of our Troops ~ ! No Doomsday Preachers Thanks",2377,1866,30,56438,false,195556,"Thu Aug 18 11:43:52 +0000 2011","deptdefence-2.json"
"166071271","AndrewBGreene","Canberra","ABC Defence Correspondent   email: greene.andrew (at) https://t.co/tPWZxXj3mP phone: (02)62754751",16381,1462,516,12,true,11651,"Tue Jul 13 07:19:53 +0000 2010","deptdefence-2.json"
"1157097060874637313","DVACommissioner","Australian Capital Territory","Repatriation Commissioner at @DVAAus | Former @AustralianArmy",621,330,1,1018,true,121,"Fri Aug 02 01:13:31 +0000 2019","deptdefence-2.json"
"44082577","8footerz","Sydney AUS","Bloke",3157,3418,30,45525,false,35637,"Tue Jun 02 08:00:02 +0000 2009","deptdefence-2.json"
"144831082","Manylivesinone"," Australia","Living life after the Navy. A FEMALE veteran with PTSD and low tolerance for idiots and antivax woo.",484,507,10,24768,false,17405,"Mon May 17 12:19:25 +0000 2010","deptdefence-2.json"
"25887412","10NewsFirst","Australia","The official Twitter page for 10 News First, featuring top national stories, breaking news and good discussion. Retweets are not endorsements.",191398,589,988,1553,true,97519,"Sun Mar 22 21:46:24 +0000 2009","deptdefence-2.json"
"794424389454340096","10Daily","Australia","10 daily is in a committed relationship with news, with the benefits of sport, weather, opinion, celebrity, TV, tech, lifestyle and everything in between.",6631,1077,71,2889,true,33770,"Fri Nov 04 06:21:48 +0000 2016","deptdefence-2.json"
"237428127","antoinette_news","Sydney, Australia","🎙Senior Journalist @channel10au 📺 Director @MediaDiverseAU 💻 Board @cmt_UTS 👩‍👩‍👧 Ambassador @gidgetfndation. 🙋🏽‍♀️AFR 100 Women of Influence 2019",3607,1525,101,3382,true,5038,"Wed Jan 12 20:38:43 +0000 2011","deptdefence-2.json"
"636939692","BareCoaching","Canberra","My life was stripped back to the bare basics a short while ago and now I am back to share my story, to coach others, and to help improve their own lives.",441,276,5,385,false,772,"Mon Jul 16 12:39:42 +0000 2012","deptdefence-2.json"
"785439022315212800","Black8Terence","Townsville, Queensland","Australian Soldier. All tweets are my personal opinion and do not represent any organisation or department. Follows/Retweets do not represent any endorsement.",92,209,0,573,false,157,"Mon Oct 10 11:17:10 +0000 2016","deptdefence-3.json"
"1672173973","ANVAM310","Melbourne, Australia","Australian National Veterans Arts Museum: programs & exhibitions empowering current & ex-serving veterans & families: connecting thru the Arts #livedexperience",1179,2932,17,18857,false,4636,"Thu Aug 15 03:52:31 +0000 2013","deptdefence-3.json"
"1082531141947658241","VirginiaOrtizC1","ibiza ","Music/ History / Politics 😇😇😇🙋😚😚😚🎁🎂🎈🎄🌚🌝🌞☀🌼🌸🌹🍀🌱🌷🍒🍕🍟🍭🍫🍻☕🍦",484,5001,2,21622,false,23201,"Tue Jan 08 06:55:11 +0000 2019","deptdefence-3.json"
"116142622","theweeklytimes","Australia","Australia’s best-selling rural newspaper and most-read rural news website.",14203,294,264,469,true,37559,"Sun Feb 21 09:30:14 +0000 2010","deptdefence-3.json"
"205474999","ivolkman","Caracas Venezuela","Sólo Dios es bueno. (Lucas 18, 19)  http://t.co/gMQcrqQtH4",1738,4094,4,6402,false,94539,"Wed Oct 20 23:44:35 +0000 2010","deptdefence-3.json"
"775304840","PHuntAgri","The Weekly Times","Ag journo",360,29,5,0,false,103,"Thu Aug 23 06:18:15 +0000 2012","deptdefence-3.json"
"144831082","Manylivesinone"," Australia","Living life after the Navy. A FEMALE veteran with PTSD and low tolerance for idiots and antivax woo.",484,507,10,24768,false,17405,"Mon May 17 12:19:25 +0000 2010","deptdefence-3.json"
"412221363","Tjmitmir","Wurundjeri Land, Melbourne","Art therapist/facilitator/researcher - veteran & family/carer community #livedexperience #artsengagement #wholeoflife #arttherapy #MI #artshealthwellbeing",909,2327,34,23785,false,5735,"Mon Nov 14 12:16:39 +0000 2011","deptdefence-3.json"
"1724072449","MendotaMarkH","Burleigh Heads, Gold Coast. ","🇦🇺 CEO🔸 ED CFRE FAHP FFIA JP 🔸 Fundraiser 🔸 Granddad 🔸 Coffee🔸 Rugby🔸 Veterans and Medical Research 🔸 Surf Lifesaver 🔸 🇦🇺 🌏",1378,1434,177,10024,false,21808,"Tue Sep 03 01:53:35 +0000 2013","deptdefence-3.json"
"856006538858713088","bradunnx","The Road, Australia","reinventing, redefining and reinvesting in ourselves on the road travelling Oz with my wife. Visiting everywhere",184,103,1,8533,false,2659,"Sun Apr 23 04:47:17 +0000 2017","deptdefence-3.json"
"851211143238602754","FranceAfrik","France :","Réseau dédié à François Fillon, homme d’Etat français lucide,s'est distingué par le courage face à l'adversité, projet réforme France et lutte contre terrorisme",5315,4177,40,466417,false,473283,"Sun Apr 09 23:12:06 +0000 2017","deptdefence-3.json"
"1147469414322753536","sololaef","","Retweets about Solomon Islands",8,58,0,19,false,107,"Sat Jul 06 11:36:42 +0000 2019","deptdefence-3.json"
"2542290469","Raymartin55","N Qld, Australia","Former Army Officer ~ Championing #Veterans and families issues ~    Team Humanity ~    Personal Account",6388,4136,61,32335,false,23693,"Mon Jun 02 22:20:01 +0000 2014","deptdefence-3.json"
"1157097060874637313","DVACommissioner","Australian Capital Territory","Repatriation Commissioner at @DVAAus | Former @AustralianArmy",621,330,1,1018,true,121,"Fri Aug 02 01:13:31 +0000 2019","deptdefence-3.json"
"1006835915249967104","_boxed_inside_","","‘Love’ is just a misspelled word.. the correct one’s ‘Lie’.",16,256,0,1596,false,894,"Wed Jun 13 09:49:23 +0000 2018","deptdefence-3.json"
"1112021207149436934","BenjaminKraus9","Everywhere","Leading from the Front.  Diplomat. @NATO Geopolitical Security #Brexit Timeless American-European Exceptionalism Chosen to Bridge the Great East-West Divide",336,5001,2,732,false,10860,"Sat Mar 30 15:58:10 +0000 2019","deptdefence-3.json"
"150750867","idtia","Mars","#HongKong #Democracy #Freedom #MAGA #KAG #pokemonGO #eRepublik #yuri",1568,4992,6,1933,false,8231,"Tue Jun 01 18:41:02 +0000 2010","deptdefence-3.json"
"741093560032759808","NthCoastMedia"," Australia","#Australia #Regional #Business #Community #Leaders #Mentors #Biz #FirstNations #Influencers #Enterprise #Country #City #B2B  #YOSA2020 #NEWS @jwtpublishing",581,3063,25,1103,false,1997,"Fri Jun 10 02:24:08 +0000 2016","deptdefence-3.json"
"967123451629666306","kellyklock4","","Vote  @realDonaldTrump @BorisJohnson @netanyahu @OfficialAPCN @ScottMorrisonMP @AbeShinzo @MBuhari @ProfOsinbajo @omoregbekelly",272,279,0,15451,false,52965,"Fri Feb 23 19:46:13 +0000 2018","deptdefence-3.json"
"1945348315","IMMSUK","","The International Military Music Society - UK (Founder) Branch",420,180,17,1838,false,2748,"Mon Oct 07 22:39:02 +0000 2013","deptdefence-3.json"
"3186423806","jokinkaidjnr41","Melbourne, Victoria","Single and celebate mother since 1998. Love God, basketball, chocolate, the beach, animals, music, clean comedy, all peeps, hate injustice, evil and prejudices",423,82,2,28146,false,24184,"Wed May 06 09:11:51 +0000 2015","deptdefence-3.json"
"17456542","ABCTV","Australia","Discover #Gruen, #HomeDelivery, #SpicksAndSpecks, #LOTSAU, #RecoveryABC, #TotalControlTV, #FrayedTV & more. This is an official @ABCaustralia account",186846,700,1250,28015,true,35470,"Tue Nov 18 02:21:30 +0000 2008","deptdefence-3.json"
"21761603","EdinburghTattoo","Edinburgh, Scotland","The 2020 Royal Edinburgh Military Tattoo - 7-29 August 2020. Join us to celebrate our 70th turn.",26552,315,307,1180,true,2274,"Tue Feb 24 15:14:09 +0000 2009","deptdefence-3.json"
"1038999449622564864","CroydonRoss","Northern Territory","Just another worker!! It's what I enjoy!! When I'm not enjoying a cold beer, barramundi or both!!",24,153,0,1483,false,2113,"Mon Sep 10 03:55:47 +0000 2018","deptdefence-3.json"
"1131129832476094464","AustDairyPlan19","Melbourne, Victoria","Australian Dairy Plan Chief Struggling to find time in my busy diary to attend info gatherings so getting involved in #ausdairy SM ^JB",165,190,0,3,false,1009,"Wed May 22 09:29:02 +0000 2019","deptdefence-3.json"
"168891447","DeptDefence","Australia","Official account of Australia’s Department of Defence. Home of the @Australian_Navy, @AustralianArmy, @AusAirForce and Defence APS.  https://t.co/q85F6G9xL8",38774,169,577,1868,true,9097,"Wed Jul 21 01:27:40 +0000 2010","deptdefence-3.json"
"1098184298769801217","SouthBasinComm","Shepparton - Mooroopna","SBC fights 4 survival & prosperity of Southern MurrayDarling Basin Communities. We the PPL appeal 2 the Gov General for a #RealRoyalCommission in2 #WaterAct2007",584,2158,2,5451,false,6434,"Wed Feb 20 11:35:14 +0000 2019","deptdefence-3.json"
"1037016063093956608","StrategyBin","Hiding from Think Defence","#Independent #Journal covering #Defence & #InternationalAffairs | #UK-#CAN Based | RT ≠ Endorsement | Opinion may be voiced.",1897,808,19,57750,false,31049,"Tue Sep 04 16:34:31 +0000 2018","deptdefence-3.json"
"911385596932743173","JohnWauch","The Colonies.","Living The Dream.",113,447,2,5372,false,6350,"Sat Sep 23 00:23:53 +0000 2017","deptdefence-3.json"
"1077703842148438016","girlfromoz1","","Trying to find truth no matter where it leads. I share things,you make up your own mind,believe or not ! Supporting #Americans #Potus45 #Australia",664,452,5,33257,false,28712,"Tue Dec 25 23:13:13 +0000 2018","deptdefence-3.json"
"92443545","bennpackham","Canberra, Australian Capital Territory","Foreign affairs and defence correspondent @australian #foreignaffairs #defence #PNG #Pacific #auspol Open DMs. Signal & WhatsApp +61 413 803 503",11606,8572,386,10634,true,10931,"Wed Nov 25 04:09:51 +0000 2009","deptdefence-3.json"
"514866289","DarrenChesterMP","Lakes Entrance, VIC","Member for Gippsland - Minister Veterans' Affairs - Marathoner - surf lifesaver - Passionate about regional communities & road safety - left-handed - Swans fan",13570,1208,290,12180,true,11358,"Sun Mar 04 23:07:20 +0000 2012","deptdefence-3.json"
"2490917498","seasiaobserver","Lao People's Democratic Repub.","South East Asia observer and commentator covering legal, political and defence issues in Burma, Thailand, Laos, Vietnam and Malaysia.",447,26,23,22367,false,21363,"Mon May 12 05:14:01 +0000 2014","deptdefence-3.json"
"1183540731299786752","bron_1919","♠️♥️♦️♣️ table with coffee","Honest 🐛farmer | not a veteran #RepatriationHistory #VeteranHealth #MoralInjury #ABI #CPY2D6 #Quinism #misandry #suicide #homelessness 🧩#lestweforget",400,1020,0,9773,false,5432,"Mon Oct 14 00:31:42 +0000 2019","deptdefence-3.json"
"186333073","DVAAus","Canberra, Australia","Supporting those who serve or have served in the defence of our nation, and commemorating their service. Account is monitored during ACT business hours.",7532,227,132,671,true,6343,"Fri Sep 03 04:49:22 +0000 2010","deptdefence-3.json"
"1182034725000511488","NateBoothAu","Canberra","Comms & digital specialist with 15 years exp. across the public service & tertiary education sectors.🇦🇺. Views expressed are personal.",14,257,0,25,false,2,"Wed Oct 09 20:47:13 +0000 2019","deptdefence-3.json"
"1082549800099184640","FrankEd82478475","","",26,214,0,4776,false,1195,"Tue Jan 08 08:09:19 +0000 2019","deptdefence-3.json"
"846391998","Dr_M_Davis","Canberra","Senior Analyst - Australian Strategic Policy Institute - focus on Defence Strategy and Capability issues including Space Policy and Space Security",4302,4795,102,8679,false,7426,"Tue Sep 25 23:25:09 +0000 2012","deptdefence-3.json"
"4221688518","AsianDef","","Defense News, Nature, Environment, Space , Public Interest, UFO , Climate Change, Apolitical, Conspiracy theories , Digital Privacy, Economist armchair type....",656,4280,12,17323,false,25898,"Fri Nov 13 08:55:50 +0000 2015","deptdefence-3.json"
"147758375","ANAO_Australia","Canberra, Australia","The Australian National Audit Office provides a range of audit services to the Australian Parliament & Commonwealth entities",3839,779,86,61,true,2312,"Tue May 25 00:09:08 +0000 2010","deptdefence-3.json"
"871105544269873152","avalon5115","","Intellectual Property Clause. Article I, Section 8, Clause 8, of the united States Constitution",202,3018,0,12926,false,7827,"Sat Jun 03 20:45:20 +0000 2017","deptdefence-3.json"
"1060584227547181056","KM0BXvvsTC45BHO","","知識の浅いミリオタ(*´･ω･)右よりですけど何か？ 横須賀連盟",213,339,2,17894,false,7571,"Thu Nov 08 17:25:59 +0000 2018","deptdefence-3.json"
"983508625","geoffrey_payne","The Goldfields, Victoria, Australia","Interests: Politics (Port Winger), Collecting Civil & Military Aviation Books & Ephemera",8472,8089,1592,997286,false,1041751,"Sat Dec 01 23:09:56 +0000 2012","deptdefence-3.json"
"109535426","DanaScully2","Adelaide Sth Australia","",2951,4999,366,184263,false,382839,"Fri Jan 29 11:25:34 +0000 2010","deptdefence-3.json"
"235749248","pdanunagoro","NKRI","May the Force be with you!",467,1034,97,69516,false,93841,"Sun Jan 09 00:38:04 +0000 2011","deptdefence-3.json"
"797106713832914944","PaulHanley12","","",504,161,53,109103,false,174838,"Fri Nov 11 16:00:24 +0000 2016","deptdefence-3.json"
"1088291953085636608","AustraliaDssc","Canberra","The Defence & Strategic Studies course is Australia's higher defence program, preparing strategic leaders with the intellectual edge for competition & conflict.",655,104,5,322,false,786,"Thu Jan 24 04:26:35 +0000 2019","deptdefence-3.json"
"943906396180905984","WarintheFuture","Canberra, Australia","Building the Intellectual Edge in our people for strategic competition & future conflict @ADC_Australia | @SAISstrat | @MilWritersGuild | #scifi tragic | #PME",10565,897,147,23231,true,5034,"Thu Dec 21 18:09:56 +0000 2017","deptdefence-3.json"
"336333450","GardaAramis","","Malaysian aviation enthusiast.",573,1581,79,51146,false,62760,"Sat Jul 16 03:43:36 +0000 2011","deptdefence-3.json"
"307350286","LJSharland","Canberra, Australia","Head of International Program @ASPI_org | Non-Resident Fellow @StimsonCenter | Member @dfat's AGAAR | Research focused on #WPS, UN, #peacekeeping & Africa",1792,1631,45,3024,false,4050,"Sun May 29 13:43:20 +0000 2011","deptdefence-3.json"
"1067233939","VOutActionNow","United State","Always angry. Always speak out. Voice Out. Action Now. #FollowBackHongKong",249,271,2,1597,false,1928,"Mon Jan 07 02:14:32 +0000 2013","deptdefence-3.json"
"1679100120","tomcat_risa","Australia 🇦🇺","Australian World Witches, GuP, KC, AL Naval stuff  My Japanese is poor, though I try.  Mostly RT. R18 included.",198,714,1,71546,false,19948,"Sat Aug 17 20:56:54 +0000 2013","deptdefence-3.json"
"2938840435","AusAmbDili","Dili, Timor-Leste","Australian Ambassador to Timor-Leste. For consular assistance, please see: https://t.co/Rx8yp4G3JM",2436,315,68,1160,true,3646,"Mon Dec 22 01:53:32 +0000 2014","deptdefence-3.json"
"27338119","CentCaps","Hanau, Germany","Former admin & founder of France24 Fansite.  Sadly it was taken down. Still France24, CNBC and BloombergTV Fan",4488,4466,170,333,false,128738,"Sat Mar 28 23:57:14 +0000 2009","deptdefence-3.json"
"73049746","AusAirForce","Canberra","Air Force provides air and space power for Australia's security. #AusAirForce",36964,1209,632,6864,true,12987,"Thu Sep 10 05:27:09 +0000 2009","deptdefence-3.json"
"1529421373","RichFM39517086","Laguna Beach, Ca","WDON RADIO ~ # ROCK # BLUES # POP $ LEGENDARY MONEY!!",2813,5000,517,412206,false,497442,"Wed Jun 19 01:58:01 +0000 2013","deptdefence-3.json"
"913136246771269637","sonoftaiwan","Taiwan","Esteeming Courage to be Freedom and Freedom to be Happi. #IndoPacific",1455,4999,4,103874,false,48101,"Wed Sep 27 20:20:21 +0000 2017","deptdefence-3.json"
"1247938099","Drvshsjeep","","",455,488,16,148207,false,65242,"Thu Mar 07 04:50:04 +0000 2013","deptdefence-3.json"
"996717288","NormanCopycat1","Australia","“Here's the thing about people who mean everything they say. They think everyone else does too.” Story of my life....",14,74,0,290,false,101,"Sat Dec 08 08:29:53 +0000 2012","deptdefence-3.json"
"1143280443623727105","FrivolousJacks1","Chicago, IL","Music Producer / DJ - Chicago, bass, house music, everything in between. Butter that with sarcasm and bake it for a season in a parked car. That's what I call..",33,77,0,375,false,197,"Mon Jun 24 22:11:13 +0000 2019","deptdefence-3.json"
"1159308178875670528","HEADPOTUS","Manhattan, NY","HEAD Of DOD , NATO,  GOV. FBI, CIA, POLICE, TROOPER'S, USBP ,ICE, HLS, SS, DEA, DA ,TOP JUSTICE SPEAKER HOUSE  LAW  SINCE MARCH 4,1789 SPOUSE AARON JUDGE🌟",107,4657,0,2829,false,4555,"Thu Aug 08 03:39:43 +0000 2019","deptdefence-3.json"
"761482143771992064","Chesh13","","",19,96,0,29,false,1154,"Fri Aug 05 08:41:05 +0000 2016","deptdefence-3.json"
"1111312491550695424","phase_un","","Do or do not. There is no whiny little bitch. - Yoda   Compassion is the wisdom found when empathy is nurtured.    Living on Turrbal land. Wirudjuri lubyas",1228,3068,3,9333,false,45014,"Thu Mar 28 17:01:59 +0000 2019","deptdefence-3.json"
"172265169","Perth_Today","Perth | Western Australia","Sharing life, celebrations, and events with Perth Today. Hashtag #Perth for a retweet. We are family. Follow us on Insta https://t.co/0YcT7q7Ray",38448,12999,381,81596,false,63622,"Thu Jul 29 08:18:20 +0000 2010","deptdefence-3.json"
"3890073080","JustinRoocke","Jakarta Capital Region, Indonesia","Australian Defence Attache Jakarta",177,335,3,2483,false,1217,"Wed Oct 14 09:09:25 +0000 2015","deptdefence-3.json"
"1048417781991927808","AnwarHo17615998","Bangladesh","Like real tweet's. No pron picture. Dislike fake Id with fake message. Real loving, Real message, real co operations, Traveling acceptance.",733,1937,0,10354,false,5872,"Sat Oct 06 03:40:52 +0000 2018","deptdefence-3.json"
"2393844469","lindareynoldswa","Perth, Western Australia","Minister for Defence. Authorised by Linda Reynolds, Liberal Party of Australia, Perth.",8408,1151,174,6837,true,2690,"Mon Mar 17 05:25:34 +0000 2014","deptdefence-3.json"
"853581736495554560","GodKhudaBhagwan","entering in  #MAHABHARATA  /'|","#Ramayan me Maraa!   #Mahabharat me FIRSE dikha..!!.  ab to #Janm le liya hu..!  #AlwaysLookBack   ** MAI DHARTI PE SIRF  JAAT OR DHARM KE NAAM PE CHALTA HU ***",3542,332,12,4335,false,58981,"Sun Apr 16 12:11:59 +0000 2017","deptdefence-3.json"
"1058480383749222406","dizier_anthony","LOS ANGELES, CA BELGIUM","Aviation photographer girlsfriend (LAX)🇺🇸🇧🇪 18years  future fighter pilot🤓 future house gold coast Australia🇦🇺🏖🌴✨☀️",194,751,6,9921,false,3845,"Fri Nov 02 22:06:03 +0000 2018","deptdefence-3.json"
"951197540287791104","therealBigStewy","Australia","Senior ADF Officer (C/S Black Cat 6), Breitling Collector, Animal Lover (5 x rescues owner), Futurist and Optimist. Opinions are my own & occasionally funny.",627,2959,2,25700,false,13443,"Wed Jan 10 21:02:20 +0000 2018","deptdefence-3.json"
"15717130","pedroBigE","","There's nothing weak about kindness & compassion There's nothing weak about looking out for others There's nothing weak about being honorable",65,861,0,13614,false,13064,"Mon Aug 04 02:14:03 +0000 2008","deptdefence-3.json"
"35390250","benfarinazzo","Canberra, Australia","A proud Aussie with a big smile who loves family, exercise and life. Ambassador stuff for mental health, veterans and sport. Won some gold medals #IG2018 👍🇦🇺",732,1902,9,11279,false,2562,"Sun Apr 26 03:27:41 +0000 2009","deptdefence-3.json"
"2189234432","GreatOzGovTweet","Australia","A service from @measuredvoice showcasing great examples of Australian Government social-media messages.",1678,25,335,33,false,177253,"Mon Nov 11 23:47:39 +0000 2013","deptdefence-3.json"
"1183030345861455874","zrackyy","","I want to say something.",12,469,0,105,false,1875,"Sat Oct 12 14:43:30 +0000 2019","deptdefence-3.json"
"1171342270068453377","Real_Anthrax1","Commonwealth of Australia","F-35 and Rafale Stan Account | Carlo Kopp sock account | Centrist",737,180,6,10283,false,5167,"Tue Sep 10 08:39:05 +0000 2019","deptdefence-4.json"
"2189234432","GreatOzGovTweet","Australia","A service from @measuredvoice showcasing great examples of Australian Government social-media messages.",1678,25,335,33,false,177253,"Mon Nov 11 23:47:39 +0000 2013","deptdefence-4.json"
"1038999449622564864","CroydonRoss","Northern Territory","Just another worker!! It's what I enjoy!! When I'm not enjoying a cold beer, barramundi or both!!",24,153,0,1483,false,2113,"Mon Sep 10 03:55:47 +0000 2018","deptdefence-4.json"
"1159308178875670528","HEADPOTUS","Manhattan, NY","HEAD Of DOD , NATO,  GOV. FBI, CIA, POLICE, TROOPER'S, USBP ,ICE, HLS, SS, DEA, DA ,TOP JUSTICE SPEAKER HOUSE  LAW  SINCE MARCH 4,1789 SPOUSE AARON JUDGE🌟",107,4657,0,2829,false,4555,"Thu Aug 08 03:39:43 +0000 2019","deptdefence-4.json"
"23409102","mjfly1","AU","Post-reality survivor, cyber doomsayer, searching aimlessly for enlightenment during a recurring collapse of civilisation, until the final disruption.",1422,4997,222,19837,false,35795,"Mon Mar 09 06:19:23 +0000 2009","deptdefence-4.json"
"514866289","DarrenChesterMP","Lakes Entrance, VIC","Member for Gippsland - Minister Veterans' Affairs - Marathoner - surf lifesaver - Passionate about regional communities & road safety - left-handed - Swans fan",13570,1208,290,12180,true,11358,"Sun Mar 04 23:07:20 +0000 2012","deptdefence-4.json"
"21350911","wongomusic","Gold Coast Australia","@boxofcatsmusic or gtfo",2098,1916,12,18963,false,9851,"Thu Feb 19 23:12:40 +0000 2009","deptdefence-4.json"
"335645022","DMTCLtd","Australia","DMTC collaborates with industry & research partners to build Australian defence industry capacity and enhance #YourADF capabilities",619,661,5,1634,false,360,"Fri Jul 15 00:54:14 +0000 2011","deptdefence-4.json"
"317503247","HodgeMark","Melbourne, Australia","Dad. Husband. Bad sports coach. Worse musician. I brew beer & I travel...oh and CEO @DMTCLtd Defence technology, innovation & capability development leader",652,683,14,362,false,3091,"Wed Jun 15 01:22:51 +0000 2011","deptdefence-4.json"
"3220861332","keirinjoyce","Canberra","Unhealthily OCD about @AustralianArmy UAS (Drones), Member of @AeroSociety Canberra Branch & Pres of the @AuADRT.  Following and retweet is not an endorsement.",933,593,16,6090,false,3415,"Wed May 20 01:54:01 +0000 2015","deptdefence-4.json"
"2792175643","AusEmbIre","47-49 St Stephens Green, Dublin 2","Australian Ambassador to Ireland. AH consular: +612 6261 3305 (24h)",2557,1564,55,3840,true,2836,"Fri Sep 05 15:14:52 +0000 2014","deptdefence-4.json"
"15717130","pedroBigE","","There's nothing weak about kindness & compassion There's nothing weak about looking out for others There's nothing weak about being honorable",65,861,0,13614,false,13064,"Mon Aug 04 02:14:03 +0000 2008","deptdefence-4.json"
"235749248","pdanunagoro","NKRI","May the Force be with you!",467,1034,97,69516,false,93841,"Sun Jan 09 00:38:04 +0000 2011","deptdefence-4.json"
"395307860","DroneSports101","Out of Body","Drone Sports retweet’s #FPV #FPVracing #FPVfreestyle #FPVdronesports #dronesports #FPVdroneracing #FPVdronefreestyle #droneracing #dronefreestyle",1153,66,8,61,false,5696,"Fri Oct 21 13:27:43 +0000 2011","deptdefence-4.json"
"1679100120","tomcat_risa","Australia 🇦🇺","Australian World Witches, GuP, KC, AL Naval stuff  My Japanese is poor, though I try.  Mostly RT. R18 included.",198,714,1,71546,false,19948,"Sat Aug 17 20:56:54 +0000 2013","deptdefence-4.json"
"882895696268935168","AUADRT","Canberra, Australian Capital T","Friends of the Australian Army Drone Racing Team - @AustralianArmy's fastest soldiers!",266,113,5,1442,false,1000,"Thu Jul 06 09:35:12 +0000 2017","deptdefence-4.json"
"2275834219","WaqasBukhari15","Dubai, United Arab Emirates","إِنَّ ٱلْإِنسَٰنَ لَفِى خُسْرٍ",764,4997,145,56044,false,58917,"Sat Jan 04 09:10:33 +0000 2014","deptdefence-4.json"
"1157097060874637313","DVACommissioner","Australian Capital Territory","Repatriation Commissioner at @DVAAus | Former @AustralianArmy",621,330,1,1018,true,121,"Fri Aug 02 01:13:31 +0000 2019","deptdefence-4.json"
"1147632370981527552","MickMulligan4","","any and all views are mine alone. a RT doesn’t signify an endorsement",102,754,0,14733,false,1972,"Sat Jul 06 22:24:14 +0000 2019","deptdefence-4.json"
"1529421373","RichFM39517086","Laguna Beach, Ca","WDON RADIO ~ # ROCK # BLUES # POP $ LEGENDARY MONEY!!",2813,5000,517,412206,false,497442,"Wed Jun 19 01:58:01 +0000 2013","deptdefence-4.json"
"1183030345861455874","zrackyy","","I want to say something.",12,469,0,105,false,1875,"Sat Oct 12 14:43:30 +0000 2019","deptdefence-4.json"
"1113159183946452993","MillerOval","","BIGGEST BOSS",78,63,1,20,false,44001,"Tue Apr 02 19:20:05 +0000 2019","deptdefence-4.json"
"706331199770234880","halinhtra","","",327,104,16,884,false,658,"Sun Mar 06 04:10:55 +0000 2016","deptdefence-4.json"
"505333760","VietNameXchange","QP92+8P","Vietnamese Securities Exchange with Largest Equity-Listing Regulated Market Cap.👉https://t.co/yvBq6HdPhh",1171,5001,20,8384,false,3736,"Mon Feb 27 02:58:41 +0000 2012","deptdefence-4.json"
"3186423806","jokinkaidjnr41","Melbourne, Victoria","Single and celebate mother since 1998. Love God, basketball, chocolate, the beach, animals, music, clean comedy, all peeps, hate injustice, evil and prejudices",423,82,2,28146,false,24184,"Wed May 06 09:11:51 +0000 2015","deptdefence-4.json"
"1183540731299786752","bron_1919","♠️♥️♦️♣️ table with coffee","Honest 🐛farmer | not a veteran #RepatriationHistory #VeteranHealth #MoralInjury #ABI #CPY2D6 #Quinism #misandry #suicide #homelessness 🧩#lestweforget",400,1020,0,9773,false,5432,"Mon Oct 14 00:31:42 +0000 2019","deptdefence-4.json"
"3168140672","HodsonStephanie","Canberra, ACT","Passionate about military mental health. Townsville girl who joined the Army, served 21 yrs, now working with Open Arms. Love my boys - husband, sons and dogs",361,619,28,3476,false,2247,"Thu Apr 23 02:41:13 +0000 2015","deptdefence-4.json"
"1091786317","The_Karmelian","Queensland","Taller than most, Human Unicorn, Gen X, Free-Range, mild OCD. Proud Queenslander  #Canon #Photographer Also @KarmelianMedia for non car 📸's  The rest NTKB",807,3255,58,72410,false,31631,"Tue Jan 15 11:26:01 +0000 2013","deptdefence-4.json"
"800638567928082433","downdome","Land Down Under","",25,68,0,390,false,699,"Mon Nov 21 09:54:44 +0000 2016","deptdefence-4.json"
"845237964372295681","davehankin_Army","Canberra","Course Member on the Australian Command and Staff Course 2019 and Producer of ‘Hank Productions’ on YouTube",240,194,1,892,false,140,"Fri Mar 24 11:36:49 +0000 2017","deptdefence-4.json"
"828161484844736513","AusAmbVN","Hanoi, Vietnam","Robyn Mudie is Australia's Ambassador to Vietnam. For consular assistance: 024 3774 0100 or 028 3521 8100 (Vietnam) or +61 2 6261 3305 (Australia).",1953,531,27,769,false,1277,"Sun Feb 05 08:40:59 +0000 2017","deptdefence-4.json"
"1247938099","Drvshsjeep","","",455,488,16,148207,false,65242,"Thu Mar 07 04:50:04 +0000 2013","deptdefence-4.json"
"1298755734","SarahT1900","Australia","Leadership, life long learning, self-improvement are my passions. Influencer, connector, synthesiser are my strengths. Views are my own.",175,1462,1,2891,false,1252,"Mon Mar 25 10:21:20 +0000 2013","deptdefence-4.json"
"119573898","DefenceScience","Adelaide, Australia","DST works at the forefront of science and technology development for the Department of Defence to defend Australia and its national interests.",4325,675,88,1145,false,1690,"Thu Mar 04 01:45:29 +0000 2010","deptdefence-4.json"
"1112021207149436934","BenjaminKraus9","Everywhere","Leading from the Front.  Diplomat. @NATO Geopolitical Security #Brexit Timeless American-European Exceptionalism Chosen to Bridge the Great East-West Divide",336,5001,2,732,false,10860,"Sat Mar 30 15:58:10 +0000 2019","deptdefence-4.json"
